1,-1.3374531835205294
2,-15.43573883161519
3,-15.555016181229702
4,-8.419480519480523
5,-9.899999999999968
6,-15.976712328767096
7,-17.41096345514955
8,-12.73826366559485
9,-10.2870307167235
10,-4.2086330935251475
